timestamp, S0, S1, S2, S3, main_pump, aux_pump, ultrasound
0.0,1,1,0,0,1,1,9957
0.07799999999951979,1,1,0,0,1,1,9976
0.18699999999989814,1,1,0,0,1,1,9965
0.2960000000002765,1,1,0,0,1,1,9945
0.40600000000085856,1,1,0,0,1,1,9967
0.5150000000012369,1,1,0,0,1,1,9960
0.625,1,1,0,0,1,1,9942
0.7340000000003783,1,1,0,0,1,1,9971
0.8440000000009604,1,1,0,0,1,1,9916
0.9529999999995198,1,1,0,0,1,1,9882
1.0630000000001019,1,1,0,0,1,1,9849
1.1720000000004802,1,1,0,0,1,1,9838
1.2810000000008586,1,1,0,0,1,1,9869
1.3909999999996217,1,1,0,0,1,1,9847
1.5,1,1,0,0,1,1,9849
1.6090000000003783,1,1,0,0,1,1,9822
1.7190000000009604,1,1,0,0,1,1,9879
1.8279999999995198,1,1,0,0,1,1,9829
1.9380000000001019,1,1,0,0,1,1,9809
2.04700000000048,1,1,0,0,1,1,9811
2.1560000000008586,1,1,0,0,1,1,9794
2.2659999999996217,1,1,0,0,1,1,9793
2.375,1,1,0,0,1,1,9791
2.4840000000003783,1,1,0,0,1,1,9765
2.5969999999997526,1,1,0,0,1,1,9781
2.7070000000003347,1,1,0,0,1,1,9742
2.816000000000713,1,1,0,0,1,1,9765
2.9250000000010914,1,1,0,0,1,1,9749
3.0349999999998545,1,1,0,0,1,1,9742
3.144000000000233,1,1,0,0,1,1,9726
3.254000000000815,1,1,0,0,1,1,9747
3.3630000000011933,1,1,0,0,1,1,9711
3.4719999999997526,1,1,0,0,1,1,9726
3.5820000000003347,1,1,0,0,1,1,9708
3.6920000000009168,1,1,0,0,1,1,9697
3.801000000001295,1,1,0,0,1,1,9683
3.9140000000006694,1,1,0,0,1,1,9682
4.023000000001048,1,1,0,0,1,1,9674
4.132999999999811,1,1,0,0,1,1,9634
4.242000000000189,1,1,0,0,1,1,9617
4.3510000000005675,1,1,0,0,1,1,9648
4.46100000000115,1,1,0,0,1,1,9634
4.569999999999709,1,1,0,0,1,1,9626
4.679000000000087,1,1,0,0,1,1,9599
4.789000000000669,1,1,0,0,1,1,9606
4.898000000001048,1,1,0,0,1,1,9634
5.007999999999811,1,1,0,0,1,1,9586
5.117000000000189,1,1,0,0,1,1,9581
5.227000000000771,1,1,0,0,1,1,9576
5.33600000000115,1,1,0,0,1,1,9555
